"case","event","startTime","completeTime","enddate_planned","enddate","responsible","channel","startdate","department","deadline","group","addedCost","cost","org:resource","org:group"
"case_101566","T02 Check confirmation of receipt","2011/07/21 13:47:42.233","2011/07/21 13:47:42.233","2011/09/02 00:06:40.020","2011/08/04 07:54:16.463","Resource11","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 8",,"<1000","Resource01","EMPTY"
"case_101566","T04 Determine confirmation of receipt","2011/07/21 13:48:15.617","2011/07/21 13:48:15.617","2011/09/02 00:06:40.020","2011/08/04 07:54:16.463","Resource11","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 8",,"<1000","Resource01","Group 3"
"case_101566","T05 Print and send confirmation of receipt","2011/07/21 13:49:02.269","2011/07/21 13:49:02.269","2011/09/02 00:06:40.020","2011/08/04 07:54:16.463","Resource11","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 8",,"<1000","Resource01","Group 2"
"case_101566","T06 Determine necessity of stop advice","2011/07/21 13:50:47.836","2011/07/21 13:50:47.836","2011/09/02 00:06:40.020","2011/08/04 07:54:16.463","Resource11","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 8",,"<1000","Resource01","Group 1"
"case_101566","T10 Determine necessity to stop indication","2011/07/21 13:51:46.365","2011/07/21 13:51:46.365","2011/09/02 00:06:40.020","2011/08/04 07:54:16.463","Resource11","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 8",,"<1000","Resource01","Group 1"
"case_101567","Confirmation of receipt","2011/08/08 10:14:55.636","2011/08/08 10:14:55.636","2011/09/01 00:06:40.020","2011/08/10 15:05:07.760","Resource02","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource02","EMPTY"
"case_101567","T02 Check confirmation of receipt","2011/08/08 10:15:26.784","2011/08/08 10:15:26.784","2011/09/01 00:06:40.020","2011/08/10 15:05:07.760","Resource02","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource02","Group 4"
"case_101567","T04 Determine confirmation of receipt","2011/08/08 10:16:18.899","2011/08/08 10:16:18.899","2011/09/01 00:06:40.020","2011/08/10 15:05:07.760","Resource02","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource02","Group 3"
"case_101567","T05 Print and send confirmation of receipt","2011/08/08 10:16:40.016","2011/08/08 10:16:40.016","2011/09/01 00:06:40.020","2011/08/10 15:05:07.760","Resource02","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource02","Group 2"
"case_101567","T06 Determine necessity of stop advice","2011/08/08 10:16:58.950","2011/08/08 10:16:58.950","2011/09/01 00:06:40.020","2011/08/10 15:05:07.760","Resource02","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource02","Group 1"
"case_101567","T10 Determine necessity to stop indication","2011/08/08 10:17:17.463","2011/08/08 10:17:17.463","2011/09/01 00:06:40.020","2011/08/10 15:05:07.760","Resource02","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource02","Group 1"
"case_101568","Confirmation of receipt","2011/09/26 11:38:48.188","2011/09/26 11:38:48.188","2011/09/01 00:06:40.020","2011/10/04 09:35:33.466","Resource12","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource12","EMPTY"
"case_101568","T02 Check confirmation of receipt","2011/09/26 11:39:15.033","2011/09/26 11:39:15.033","2011/09/01 00:06:40.020","2011/10/04 09:35:33.466","Resource12","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource12","Group 4"
"case_101568","T04 Determine confirmation of receipt","2011/09/26 11:39:44.674","2011/09/26 11:39:44.674","2011/09/01 00:06:40.020","2011/10/04 09:35:33.466","Resource12","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource12","Group 3"
"case_101568","T05 Print and send confirmation of receipt","2011/09/26 11:40:08.451","2011/09/26 11:40:08.451","2011/09/01 00:06:40.020","2011/10/04 09:35:33.466","Resource12","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource12","Group 2"
"case_101568","T06 Determine necessity of stop advice","2011/09/26 11:41:18.891","2011/09/26 11:41:18.891","2011/09/01 00:06:40.020","2011/10/04 09:35:33.466","Resource12","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource12","Group 1"
"case_101568","T10 Determine necessity to stop indication","2011/09/26 11:41:40.851","2011/09/26 11:41:40.851","2011/09/01 00:06:40.020","2011/10/04 09:35:33.466","Resource12","Internet","2011/07/07 00:06:40.020","General","2011/09/01 00:06:40.000","Group 5",,"<1000","Resource12","Group 1"
"case_101570","Confirmation of receipt","2011/08/04 11:05:37.629","2011/08/04 11:05:37.629","2011/09/05 12:50:18.729","2011/08/29 12:41:34.539","Resource12","Internet","2011/07/11 12:53:24.202","General","2011/09/05 12:50:18.729","Group 5",,"<1000","Resource12","EMPTY"
"case_101570","T02 Check confirmation of receipt","2011/08/04 11:06:26.685","2011/08/04 11:06:26.685","2011/09/05 12:50:18.729","2011/08/29 12:41:34.539","Resource12","Internet","2011/07/11 12:53:24.202","General","2011/09/05 12:50:18.729","Group 5",,"<1000","Resource12","Group 4"
"case_101570","T04 Determine confirmation of receipt","2011/08/04 11:06:58.959","2011/08/04 11:06:58.959","2011/09/05 12:50:18.729","2011/08/29 12:41:34.539","Resource12","Internet","2011/07/11 12:53:24.202","General","2011/09/05 12:50:18.729","Group 5",,"<1000","Resource12","Group 3"
"case_101570","T05 Print and send confirmation of receipt","2011/08/04 11:07:35.588","2011/08/04 11:07:35.588","2011/09/05 12:50:18.729","2011/08/29 12:41:34.539","Resource12","Internet","2011/07/11 12:53:24.202","General","2011/09/05 12:50:18.729","Group 5",,"<1000","Resource12","Group 2"
"case_101570","T06 Determine necessity of stop advice","2011/08/04 11:16:02.819","2011/08/04 11:16:02.819","2011/09/05 12:50:18.729","2011/08/29 12:41:34.539","Resource12","Internet","2011/07/11 12:53:24.202","General","2011/09/05 12:50:18.729","Group 5",,"<1000","Resource12","Group 1"
"case_101570","T10 Determine necessity to stop indication","2011/08/04 11:17:15.011","2011/08/04 11:17:15.011","2011/09/05 12:50:18.729","2011/08/29 12:41:34.539","Resource12","Internet","2011/07/11 12:53:24.202","General","2011/09/05 12:50:18.729","Group 5",,"<1000","Resource12","Group 1"
"case_101571","Confirmation of receipt","2011/07/20 10:36:49.743","2011/07/20 10:36:49.743","2011/10/14 00:06:40.020","2011/10/11 12:55:52.280","Resource22","Internet","2011/07/08 00:06:40.020","General","2011/10/14 00:06:40.000","Group 5",,"<1000","Resource22","EMPTY"
"case_101571","T02 Check confirmation of receipt","2011/07/20 10:38:05.999","2011/07/20 10:38:05.999","2011/10/14 00:06:40.020","2011/10/11 12:55:52.280","Resource22","Internet","2011/07/08 00:06:40.020","General","2011/10/14 00:06:40.000","Group 5",,"<1000","Resource22","EMPTY"
"case_101571","T04 Determine confirmation of receipt","2011/07/20 10:38:43.145","2011/07/20 10:38:43.145","2011/10/14 00:06:40.020","2011/10/11 12:55:52.280","Resource22","Internet","2011/07/08 00:06:40.020","General","2011/10/14 00:06:40.000","Group 5",,"<1000","Resource22","Group 3"
"case_101571","T05 Print and send confirmation of receipt","2011/07/20 10:39:18.104","2011/07/20 10:39:18.104","2011/10/14 00:06:40.020","2011/10/11 12:55:52.280","Resource22","Internet","2011/07/08 00:06:40.020","General","2011/10/14 00:06:40.000","Group 5",,"<1000","Resource22","Group 2"
"case_101571","T06 Determine necessity of stop advice","2011/07/20 10:41:01.552","2011/07/20 10:41:01.552","2011/10/14 00:06:40.020","2011/10/11 12:55:52.280","Resource22","Internet","2011/07/08 00:06:40.020","General","2011/10/14 00:06:40.000","Group 5",,"<1000","Resource22","Group 1"
"case_101571","T10 Determine necessity to stop indication","2011/07/20 10:42:01.398","2011/07/20 10:42:01.398","2011/10/14 00:06:40.020","2011/10/11 12:55:52.280","Resource22","Internet","2011/07/08 00:06:40.020","General","2011/10/14 00:06:40.000","Group 5",,"<1000","Resource22","Group 1"
"case_101572","Confirmation of receipt","2011/07/27 08:53:04.511","2011/07/27 08:53:04.511","2011/09/02 00:06:40.020","2011/10/14 10:57:22.270","Resource09","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 5",,"<1000","Resource09","EMPTY"
"case_101572","T02 Check confirmation of receipt","2011/07/27 08:53:50.931","2011/07/27 08:53:50.931","2011/09/02 00:06:40.020","2011/10/14 10:57:22.270","Resource09","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 5",,"<1000","Resource09","Group 4"
"case_101572","T06 Determine necessity of stop advice","2011/07/27 08:54:59.441","2011/07/27 08:54:59.441","2011/09/02 00:06:40.020","2011/10/14 10:57:22.270","Resource09","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 5",,"<1000","Resource09","Group 1"
"case_101572","T04 Determine confirmation of receipt","2011/07/27 08:55:27.690","2011/07/27 08:55:27.690","2011/09/02 00:06:40.020","2011/10/14 10:57:22.270","Resource09","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 5",,"<1000","Resource09","Group 3"
"case_101572","T05 Print and send confirmation of receipt","2011/07/27 08:55:57.805","2011/07/27 08:55:57.805","2011/09/02 00:06:40.020","2011/10/14 10:57:22.270","Resource09","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 5",,"<1000","Resource09","Group 2"
"case_101572","T10 Determine necessity to stop indication","2011/07/27 08:56:43.519","2011/07/27 08:56:43.519","2011/09/02 00:06:40.020","2011/10/14 10:57:22.270","Resource09","Internet","2011/07/08 00:06:40.020","General","2011/09/02 00:06:40.000","Group 5",,"<1000","Resource09","Group 1"
"case_101573","Confirmation of receipt","2011/07/13 09:50:42.053","2011/07/13 09:50:42.053","2011/09/06 00:06:40.020","2011/09/30 08:05:15.234","Resource22","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource27","Group 1"
"case_101573","T02 Check confirmation of receipt","2011/09/23 10:27:41.537","2011/09/23 10:27:41.537","2011/09/06 00:06:40.020","2011/09/30 08:05:15.234","Resource22","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource22","EMPTY"
"case_101573","T04 Determine confirmation of receipt","2011/09/23 10:28:22.149","2011/09/23 10:28:22.149","2011/09/06 00:06:40.020","2011/09/30 08:05:15.234","Resource22","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource22","Group 3"
"case_101573","T05 Print and send confirmation of receipt","2011/09/23 10:30:00.495","2011/09/23 10:30:00.495","2011/09/06 00:06:40.020","2011/09/30 08:05:15.234","Resource22","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource22","Group 2"
"case_101573","T06 Determine necessity of stop advice","2011/09/23 10:30:38.375","2011/09/23 10:30:38.375","2011/09/06 00:06:40.020","2011/09/30 08:05:15.234","Resource22","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource22","EMPTY"
"case_101573","T10 Determine necessity to stop indication","2011/09/23 10:31:25.937","2011/09/23 10:31:25.937","2011/09/06 00:06:40.020","2011/09/30 08:05:15.234","Resource22","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource22","Group 1"
"case_101574","Confirmation of receipt","2011/07/13 10:12:19.592","2011/07/13 10:12:19.592","2011/09/06 00:06:40.020","2011/08/30 10:57:35.095","Resource02","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource27","Group 1"
"case_101574","T02 Check confirmation of receipt","2011/08/09 10:29:27.408","2011/08/09 10:29:27.408","2011/09/06 00:06:40.020","2011/08/30 10:57:35.095","Resource02","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource02","EMPTY"
"case_101574","T04 Determine confirmation of receipt","2011/08/09 10:29:49.894","2011/08/09 10:29:49.894","2011/09/06 00:06:40.020","2011/08/30 10:57:35.095","Resource02","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource02","Group 3"
"case_101574","T05 Print and send confirmation of receipt","2011/08/09 10:30:08.340","2011/08/09 10:30:08.340","2011/09/06 00:06:40.020","2011/08/30 10:57:35.095","Resource02","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource02","Group 2"
"case_101574","T06 Determine necessity of stop advice","2011/08/09 10:32:01.558","2011/08/09 10:32:01.558","2011/09/06 00:06:40.020","2011/08/30 10:57:35.095","Resource02","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource02","Group 1"
"case_101574","T10 Determine necessity to stop indication","2011/08/09 10:33:49.690","2011/08/09 10:33:49.690","2011/09/06 00:06:40.020","2011/08/30 10:57:35.095","Resource02","Internet","2011/07/12 00:06:40.020","General","2011/09/06 00:06:40.000","Group 5",,"<1000","Resource02","Group 1"
"case_101575","Confirmation of receipt","2011/10/12 09:48:22.500","2011/10/12 09:48:22.500","2011/08/31 00:06:40.020","2011/10/12 15:40:30.274","Resource25","e-mail","2011/07/06 00:06:40.020","General","2011/08/31 00:06:40.000","Group 11",,"<1000","Resource09","EMPTY"
"case_101575","T06 Determine necessity of stop advice","2011/10/12 10:17:12.857","2011/10/12 10:17:12.857","2011/08/31 00:06:40.020","2011/10/12 15:40:30.274","Resource25","e-mail","2011/07/06 00:06:40.020","General","2011/08/31 00:06:40.000","Group 11",,"<1000","Resource09","Group 1"
"case_101575","T02 Check confirmation of receipt","2011/10/12 10:18:25.528","2011/10/12 10:18:25.528","2011/08/31 00:06:40.020","2011/10/12 15:40:30.274","Resource25","e-mail","2011/07/06 00:06:40.020","General","2011/08/31 00:06:40.000","Group 11",,"<1000","Resource09","Group 4"
"case_101575","T04 Determine confirmation of receipt","2011/10/12 10:20:02.737","2011/10/12 10:20:02.737","2011/08/31 00:06:40.020","2011/10/12 15:40:30.274","Resource25","e-mail","2011/07/06 00:06:40.020","General","2011/08/31 00:06:40.000","Group 11",,"<1000","Resource09","Group 3"
"case_101575","T05 Print and send confirmation of receipt","2011/10/12 10:20:24.196","2011/10/12 10:20:24.196","2011/08/31 00:06:40.020","2011/10/12 15:40:30.274","Resource25","e-mail","2011/07/06 00:06:40.020","General","2011/08/31 00:06:40.000","Group 11",,"<1000","Resource09","Group 2"
"case_101575","T10 Determine necessity to stop indication","2011/10/12 10:23:06.342","2011/10/12 10:23:06.342","2011/08/31 00:06:40.020","2011/10/12 15:40:30.274","Resource25","e-mail","2011/07/06 00:06:40.020","General","2011/08/31 00:06:40.000","Group 11",,"<1000","Resource09","Group 1"
"case_101576","Confirmation of receipt","2011/07/18 09:56:56.180","2011/07/18 09:56:56.180","2011/09/07 00:06:40.020","2011/08/04 07:59:29.552","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource27","Group 1"
"case_101576","T02 Check confirmation of receipt","2011/07/21 14:19:42.665","2011/07/21 14:19:42.665","2011/09/07 00:06:40.020","2011/08/04 07:59:29.552","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 4"
"case_101576","T04 Determine confirmation of receipt","2011/07/21 14:20:40.509","2011/07/21 14:20:40.509","2011/09/07 00:06:40.020","2011/08/04 07:59:29.552","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 3"
"case_101576","T05 Print and send confirmation of receipt","2011/07/21 14:21:06.664","2011/07/21 14:21:06.664","2011/09/07 00:06:40.020","2011/08/04 07:59:29.552","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 2"
"case_101576","T06 Determine necessity of stop advice","2011/07/21 14:21:28.167","2011/07/21 14:21:28.167","2011/09/07 00:06:40.020","2011/08/04 07:59:29.552","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 1"
"case_101576","T10 Determine necessity to stop indication","2011/07/21 14:21:47.196","2011/07/21 14:21:47.196","2011/09/07 00:06:40.020","2011/08/04 07:59:29.552","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 1"
"case_101577","Confirmation of receipt","2011/07/18 10:24:55.234","2011/07/18 10:24:55.234","2011/09/07 00:06:40.020","2011/09/30 13:31:28.812","Resource01","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource27","Group 1"
"case_101577","T02 Check confirmation of receipt","2011/07/22 13:06:51.143","2011/07/22 13:06:51.143","2011/09/07 00:06:40.020","2011/09/30 13:31:28.812","Resource01","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 4"
"case_101577","T03 Adjust confirmation of receipt","2011/07/22 13:07:09.996","2011/07/22 13:07:09.996","2011/09/07 00:06:40.020","2011/09/30 13:31:28.812","Resource01","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 1"
"case_101577","T02 Check confirmation of receipt","2011/07/22 13:09:16.354","2011/07/22 13:09:16.354","2011/09/07 00:06:40.020","2011/09/30 13:31:28.812","Resource01","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 4"
"case_101577","T04 Determine confirmation of receipt","2011/07/22 13:18:48.492","2011/07/22 13:18:48.492","2011/09/07 00:06:40.020","2011/09/30 13:31:28.812","Resource01","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 3"
"case_101577","T05 Print and send confirmation of receipt","2011/07/22 13:19:13.582","2011/07/22 13:19:13.582","2011/09/07 00:06:40.020","2011/09/30 13:31:28.812","Resource01","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 2"
"case_101577","T06 Determine necessity of stop advice","2011/07/28 10:46:27.552","2011/07/28 10:46:27.552","2011/09/07 00:06:40.020","2011/09/30 13:31:28.812","Resource01","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 1"
"case_101577","T10 Determine necessity to stop indication","2011/07/28 12:34:08.093","2011/07/28 12:34:08.093","2011/09/07 00:06:40.020","2011/09/30 13:31:28.812","Resource01","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource01","Group 1"
"case_101578","Confirmation of receipt","2011/07/18 10:41:38.077","2011/07/18 10:41:38.077","2011/09/07 00:06:40.020","2011/08/09 07:29:57.963","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource27","Group 1"
"case_101578","T02 Check confirmation of receipt","2011/07/28 08:00:53.461","2011/07/28 08:00:53.461","2011/09/07 00:06:40.020","2011/08/09 07:29:57.963","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource16","EMPTY"
"case_101578","T04 Determine confirmation of receipt","2011/07/28 08:01:22.840","2011/07/28 08:01:22.840","2011/09/07 00:06:40.020","2011/08/09 07:29:57.963","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource16","Group 3"
"case_101578","T05 Print and send confirmation of receipt","2011/07/28 08:02:02.882","2011/07/28 08:02:02.882","2011/09/07 00:06:40.020","2011/08/09 07:29:57.963","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource16","Group 2"
"case_101578","T06 Determine necessity of stop advice","2011/07/28 08:02:28.361","2011/07/28 08:02:28.361","2011/09/07 00:06:40.020","2011/08/09 07:29:57.963","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource16","Group 1"
"case_101578","T10 Determine necessity to stop indication","2011/07/28 08:03:19.430","2011/07/28 08:03:19.430","2011/09/07 00:06:40.020","2011/08/09 07:29:57.963","Resource11","Internet","2011/07/13 00:06:40.020","General","2011/09/07 00:06:40.000","Group 8",,"<1000","Resource16","Group 1"
"case_101579","Confirmation of receipt","2011/07/18 11:01:13.168","2011/07/18 11:01:13.168","2011/10/19 00:06:40.020","2011/10/04 14:20:59.123","Resource06","Internet","2011/07/13 00:06:40.020","General","2011/10/19 00:06:40.000","Group 5",,"<1000","Resource27","Group 1"
"case_101579","T02 Check confirmation of receipt","2011/08/31 09:12:16.817","2011/08/31 09:12:16.817","2011/10/19 00:06:40.020","2011/10/04 14:20:59.123","Resource06","Internet","2011/07/13 00:06:40.020","General","2011/10/19 00:06:40.000","Group 5",,"<1000","Resource06","EMPTY"
"case_101579","T04 Determine confirmation of receipt","2011/08/31 09:12:32.952","2011/08/31 09:12:32.952","2011/10/19 00:06:40.020","2011/10/04 14:20:59.123","Resource06","Internet","2011/07/13 00:06:40.020","General","2011/10/19 00:06:40.000","Group 5",,"<1000","Resource06","Group 3"
"case_101579","T05 Print and send confirmation of receipt","2011/08/31 09:12:49.244","2011/08/31 09:12:49.244","2011/10/19 00:06:40.020","2011/10/04 14:20:59.123","Resource06","Internet","2011/07/13 00:06:40.020","General","2011/10/19 00:06:40.000","Group 5",,"<1000","Resource06","Group 2"
"case_101579","T06 Determine necessity of stop advice","2011/08/31 09:13:31.537","2011/08/31 09:13:31.537","2011/10/19 00:06:40.020","2011/10/04 14:20:59.123","Resource06","Internet","2011/07/13 00:06:40.020","General","2011/10/19 00:06:40.000","Group 5",,"<1000","Resource06","Group 1"
"case_101579","T10 Determine necessity to stop indication","2011/08/31 09:14:25.146","2011/08/31 09:14:25.146","2011/10/19 00:06:40.020","2011/10/04 14:20:59.123","Resource06","Internet","2011/07/13 00:06:40.020","General","2011/10/19 00:06:40.000","Group 5",,"<1000","Resource06","Group 1"
"case_101580","Confirmation of receipt","2011/07/21 12:58:55.760","2011/07/21 12:58:55.760","2011/09/08 00:06:40.020","2011/07/21 12:58:54.784","Resource01","Internet","2011/07/14 00:06:40.020","General","2011/09/08 00:06:40.000","Group 8",,"<1000","admin2","Group 1"
"case_101581","Confirmation of receipt","2011/07/18 13:09:48.466","2011/07/18 13:09:48.466","2011/09/09 00:06:40.020","2011/08/09 07:39:45.323","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource27","Group 1"
"case_101581","T02 Check confirmation of receipt","2011/07/28 07:41:00.151","2011/07/28 07:41:00.151","2011/09/09 00:06:40.020","2011/08/09 07:39:45.323","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource01","EMPTY"
"case_101581","T04 Determine confirmation of receipt","2011/07/28 07:41:17.114","2011/07/28 07:41:17.114","2011/09/09 00:06:40.020","2011/08/09 07:39:45.323","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource01","Group 3"
"case_101581","T05 Print and send confirmation of receipt","2011/07/28 07:41:34.948","2011/07/28 07:41:34.948","2011/09/09 00:06:40.020","2011/08/09 07:39:45.323","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource01","Group 2"
"case_101581","T06 Determine necessity of stop advice","2011/07/28 07:42:04.881","2011/07/28 07:42:04.881","2011/09/09 00:06:40.020","2011/08/09 07:39:45.323","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource01","Group 1"
"case_101581","T10 Determine necessity to stop indication","2011/07/28 07:42:23.055","2011/07/28 07:42:23.055","2011/09/09 00:06:40.020","2011/08/09 07:39:45.323","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource01","Group 1"
"case_101582","Confirmation of receipt","2011/07/18 13:20:30.486","2011/07/18 13:20:30.486","2011/10/21 00:06:40.020","2011/10/24 13:09:10.905","Resource06","Internet","2011/07/15 00:06:40.020","General","2011/10/21 00:06:40.000","Group 5",,"<1000","Resource27","Group 1"
"case_101582","T02 Check confirmation of receipt","2011/08/31 11:46:08.372","2011/08/31 11:46:08.372","2011/10/21 00:06:40.020","2011/10/24 13:09:10.905","Resource06","Internet","2011/07/15 00:06:40.020","General","2011/10/21 00:06:40.000","Group 5",,"<1000","Resource06","EMPTY"
"case_101582","T04 Determine confirmation of receipt","2011/08/31 11:46:24.009","2011/08/31 11:46:24.009","2011/10/21 00:06:40.020","2011/10/24 13:09:10.905","Resource06","Internet","2011/07/15 00:06:40.020","General","2011/10/21 00:06:40.000","Group 5",,"<1000","Resource06","Group 3"
"case_101582","T05 Print and send confirmation of receipt","2011/08/31 11:46:40.190","2011/08/31 11:46:40.190","2011/10/21 00:06:40.020","2011/10/24 13:09:10.905","Resource06","Internet","2011/07/15 00:06:40.020","General","2011/10/21 00:06:40.000","Group 5",,"<1000","Resource06","Group 2"
"case_101582","T06 Determine necessity of stop advice","2011/08/31 11:46:55.291","2011/08/31 11:46:55.291","2011/10/21 00:06:40.020","2011/10/24 13:09:10.905","Resource06","Internet","2011/07/15 00:06:40.020","General","2011/10/21 00:06:40.000","Group 5",,"<1000","Resource06","Group 1"
"case_101582","T10 Determine necessity to stop indication","2011/08/31 11:47:15.537","2011/08/31 11:47:15.537","2011/10/21 00:06:40.020","2011/10/24 13:09:10.905","Resource06","Internet","2011/07/15 00:06:40.020","General","2011/10/21 00:06:40.000","Group 5",,"<1000","Resource06","Group 1"
"case_101583","Confirmation of receipt","2011/07/18 13:30:04.073","2011/07/18 13:30:04.073","2011/09/09 00:06:40.020","2011/08/09 07:53:03.538","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource27","Group 1"
"case_101583","T02 Check confirmation of receipt","2011/07/28 13:33:02.368","2011/07/28 13:33:02.368","2011/09/09 00:06:40.020","2011/08/09 07:53:03.538","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource01","EMPTY"
"case_101583","T04 Determine confirmation of receipt","2011/07/28 13:33:33.339","2011/07/28 13:33:33.339","2011/09/09 00:06:40.020","2011/08/09 07:53:03.538","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource01","Group 3"
"case_101583","T05 Print and send confirmation of receipt","2011/07/28 13:35:00.444","2011/07/28 13:35:00.444","2011/09/09 00:06:40.020","2011/08/09 07:53:03.538","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource01","Group 2"
"case_101583","T06 Determine necessity of stop advice","2011/07/28 13:35:45.363","2011/07/28 13:35:45.363","2011/09/09 00:06:40.020","2011/08/09 07:53:03.538","Resource11","Internet","2011/07/15 00:06:40.020","General","2011/09/09 00:06:40.000","Group 8",,"<1000","Resource01","Group 1"
